ID	Value
hhd230	मसलन\CC_CCS कैंसर\N_NN (\RD_SYM पेट\N_NN का\PSP )\RD_SYM ,\RD_PUNC लिवर\N_NN की\PSP बीमारियाँ\N_NN ,\RD_PUNC आंत\N_NN संबंधी\N_NN रोग\N_NN आदि\N_NN ।\RD_PUNC
hhd231	पारंपरिक\JJ शल्यक्रिया\N_NN के\PSP मुकाबले\N_NN इस\PR_PRP विधि\N_NN के\PSP अनेक\QT_QTF फायदे\N_NN हैं\V_VAUX ।\RD_PUNC
hhd232	बटन\N_NNP होल\N_NN सर्जरी\N_NN में\PSP मरीज\N_NN को\PSP ऑपरेशन\N_NN के\PSP पश्‍चात\N_NST का\PSP दर्द\JJ बहुत\RP_INTF कम\QT_QTF होता\V_VM है\V_VAUX ।\RD_PUNC
hhd233	टाँके\N_NN नहीं\RP_NEG लगे\V_VM होने\V_VAUX की\PSP वजह\N_NN से\PSP अस्पताल\N_NN में\PSP ज्यादा\QT_QTF दिन\N_NN रहने\V_VM की\PSP जरूरत\N_NN नहीं\RP_NEG पड़ती\V_VM ।\RD_PUNC
hhd234	बटन\N_NNP होल\N_NN सर्जरी\N_NN में\PSP पेट\N_NN के\PSP भीतरी\JJ अवयवों\N_NN को\PSP चोट\N_NN लगने\V_VM की\PSP संभावना\N_NN काफी\QT_QTF कम\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
hhd235	चूँकि\CC_CCS भीतरी\N_NST दृश्य\N_NN टीवी\N_NN के\PSP पटल\N_NN पर\PSP विस्तारित\N_NN होकर\V_VM दिखता\V_VAUX है\V_VAUX और\CC_CCD प्रत्यक्ष\JJ रूप\N_NN से\PSP अधिक\QT_QTF स्पष्ट\N_NN दिखाई\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd236	केवल\QT_QTF चार\QT_QTC छोटे\JJ छेद\N_NN बने\V_VM होने\V_VM के\PSP कारण\N_NN इन\PR_PRP घावों\N_NN के\PSP पकने\V_VM या\CC_CCD संक्रमित\N_NN हो\V_VM जाने\V_VM की\PSP गुंजाइश\N_NN काफी\QT_QTF कम\N_NN हो\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd237	सामान्य\JJ शल्यक्रिया\N_NN के\PSP पश्‍चात\N_NST मरीज\N_NN करीब\N_NN एक\QT_QTC सप्ताह\N_NN बिस्तर\N_NN पर\PSP ही\RP_RPD रहता\V_VM है\V_VAUX ।\RD_PUNC
hhd238	ऐसे\DM_DMD में\PSP उसे\PR_PRP निमोनिया\N_NNP होने\V_VM ,\RD_PUNC शिराओं\N_NN में\PSP खून\N_NN के\PSP थक्के\N_NN जमने\V_VM जैसी\CC_CCS लताओं\N_NN का\PSP सामना\N_NST करना\V_VM पड़\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd239	लैपरोस्कोपिक\N_NNP विधि\N_NN में\PSP ये\DM_DMD संभावनाएँ\N_NN नगण्य\JJ होती\V_VM हैं\V_VAUX ।\RD_PUNC
hhd240	लैपरोस्कोपिक\N_NNP विधि\N_NN में\PSP सामान्य\JJ चिकित्सा\N_NN के\PSP मुकाबले\N_NN दोगुना\QT_QTF समय\N_NN लगता\V_VM है\V_VAUX ।\RD_PUNC
hhd241	मरीज\N_NN को\PSP ज्यादा\QT_QTF निश्चेतक\JJ दवा\N_NN देनी\V_VM पड़ती\V_VAUX है\V_VAUX ,\RD_PUNC जिसके\PR_PRL अपने\PR_PRF नुकसान\N_NN हैं\V_VAUX ।\RD_PUNC
hhd242	शल्यचिकित्सा\N_NN के\PSP क्षेत्र\N_NN में\PSP ’\RD_PUNC की\PSP होल\N_NNP सर्जरी\N_NN ’\N_NN एक\QT_QTC क्रान्तिकारी\N_NN आविष्कार\N_NN है\V_VAUX और\CC_CCD इससे\PR_PRL ज्यादा\QT_QTF से\PSP ज्यादा\QT_QTF मरीज\N_NN लाभान्वित\N_NN हो\V_VM रहे\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd243	एच.आई.वी.\N_NNP उस\PR_PRP वायरस\N_NN या\CC_CCD विषाणु\N_NN को\PSP कहते\V_VM हैं\V_VAUX ,\RD_PUNC जो\PR_PRL इंसानों\N_NN के\PSP अंदर\N_NST बीमारी\N_NN से\PSP बचने\V_VM वाली\PSP ताकत\N_NN को\PSP कम\QT_QTF कर\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd244	एड्स\N_NNP उस\PR_PRP हालत\N_NN को\PSP कहते\V_VM हैं\V_VAUX ,\RD_PUNC जिसमें\PR_RPL बीमारियों\N_NN से\PSP लड़ने\V_VM की\PSP ताकत\N_NN बिल्कुल\N_NN कम\QT_QTF या\CC_CCD खत्म\N_NN हो\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd245	एच.आइ.वी.\N_NNP एड्स\N_NNP का\PSP अभी\N_NST तक\PSP कोई\DM_DMI इलाज\N_NN नहीं\RP_NEG है\N_NN मगर\CC_CCS इस\PR_PRL से\PSP पूरी\JJ तरह\N_NN बचा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd246	एड्स\N_NNP का\PSP पहला\QT_QTO मरीज\N_NN भारत\N_NNP में\PSP 1986\QT_QTC में\PSP पाया\V_VM गया\V_VAUX ।\RD_PUNC
hhd247	1986\QT_QTC से\PSP सन\N_NN 2002\QT_QTC तक\PSP एच.आई.वी.\N_NNP के\PSP साथ\N_NN जी\V_VM रहे\V_VAUX लोगों\N_NN की\PSP संख्या\N_NN करीब\QT_QTF पैंतालीस\QT_QTC लाख\N_NN हो\V_VM गई\V_VAUX है\V_VAUX ।\RD_PUNC
hhd248	एड्स\N_NNP इनसे\PR_PRP फैलता\V_VM है\V_VAUX ।\RD_PUNC
hhd249	असुरक्षित\JJ यौन\N_NN संबंध\N_NN से\PSP एड्स\N_NNP फैलता\V_VM है\V_VAUX ।\RD_PUNC
hhd250	एच.आई.वी\N_NNP संक्रमित\JJ रक्त\N_NN चढ़ाने\V_VM से\PSP एड्स\N_NNP फैलता\V_VM है\V_VAUX |\RD_PUNC
hhd251	बिना\PSP उबली\V_VM हुई\V_VAUX या\CC_CCD पहले\N_NST से\PSP इस्तेमाल\N_NN की\PSP गई\V_VM सुई\N_NN के\PSP प्रयोग\N_NN से\PSP एड्स\N_NNP फैलता\V_VM है\V_VAUX |\RD_PUNC
hhd252	एच.आई.वी\N_NNP संक्रमित\JJ माँ\N_NN से\PSP उसके\PR_PRP बच्चे\N_NN को\PSP एड्स\N_NNP फैलता\V_VM है\V_VAUX ।\RD_PUNC
hhd253	एड्स\N_NNP इनसे\PR_PRP नहीं\RP_NEG फैलता\V_VM है\V_VAUX |\RD_PUNC
hhd254	छूने\V_VM से\PSP आपसी\PR_PRC मेल-जोल\RD_ECH से\PSP एड्स\N_NNP नहीं\RP_NEG फैलता\V_VM है\V_VAUX |\RD_PUNC
hhd255	साथ\N_NN रहने\V_VM या\CC_CCD उठने\V_VM बैठने\V_VM से\PSP एड्स\N_NNP नहीं\RP_NEG फैलता\V_VM है\V_VAUX |\RD_PUNC
hhd256	साथ\N_NN खाना\N_NN खाने\V_VM से\PSP ,\RD_PUNC एक\QT_QTC दूसरे\N_NN के\PSP कपड़े\N_NN पहनने\V_VM से\PSP या\CC_CCD एक\QT_QTC ही\RP_RPD गुसलखाने\N_NN का\PSP प्रयोग\N_NN करने\V_VM से\PSP एड्स\N_NNP नहीं\RP_NEG फैलता\V_VM है\V_VAUX ।\RD_PUNC
hhd257	एच.आई.वी.\N_NNP वायरस\N_NN शरीर\N_NN की\PSP बीमारियों\N_NN से\PSP लड़ने\V_VM की\PSP शक्ति\N_NN को\PSP धीरे\RB -\RD_PUNC धीरे\RB नष्ट\N_NN कर\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd258	बुखार\N_NN नहीं\RP_NEG जाता\V_VM ,\RD_PUNC डायरिया\N_NNP नहीं\RP_NEG रूकता\V_VM ,\RD_PUNC वजन\N_NN कम\N_NN हो\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd259	मुँह\N_NN के\PSP छाले\N_NN ठीक\N_NN नहीं\RP_NEG होते\V_VM और\CC_CCD दवाइयाँ\N_NN असर\N_NN नहीं\RP_NEG करतीं\V_VM ।\RD_PUNC
hhd260	टी.बी.\N_NNP निमोनिया\N_NNP आदि\N_NN घेर\V_VM लेते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd261	हमारे\PR_PRP शरीर\N_NN में\PSP सैकड़ों\QT_QTC ऐसे\DM_DMD छोटे\JJ जीव\N_NN रहते\V_VM हैं\V_VAUX जिन्हें\PR_PRL माइक्रोस्कोप\N_NN से\PSP ही\RP_RPD देखा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd262	एड्स\N_NNP के\PSP कारण\N_NN ऐसे\DM_DMD अनेक\QT_QTF लक्षण\N_NN दिखलाई\V_VM पड़ने\V_VAUX लगते\V_VAUX हैं\V_VAUX जो\PR_PRL एड्स\N_NNP होने\V_VM का\PSP आभास\N_NN देते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd263	कुछ\QT_QTF महत्वपूर्ण\JJ लक्षणों\N_NN का\PSP विवरण\N_NN नीचे\N_NST दिया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
hhd264	एक\QT_QTC माह\N_NN से\PSP लगातार\N_NN बुखार\N_NN आना\V_VM |\RD_PUNC
hhd265	एक\QT_QTC माह\N_NN से\PSP लगातार\N_NN दस्त\N_NN आना\V_VM |\RD_PUNC
hhd266	एक\QT_QTC माह\N_NN से\PSP लगातार\N_NN खाँसी\N_NN आना\V_VM |\RD_PUNC
hhd267	शरीर\N_NN का\PSP वजन\N_NN एकाएक\N_NN 10\QT_QTC प्रतिशत\N_NN कम\QT_QTF होना\V_VM ।\RD_PUNC
hhd268	मुँह\N_NN में\PSP लगातार\N_NN घाव\N_NN व\CC_CCD छाले\N_NN होना\V_VM ।\RD_PUNC
hhd269	शरीर\N_NN में\PSP लगातार\N_NN चकत्ते\N_NN या\CC_CCD फोड़े-फुंसी\N_NN होना\V_VM ।\RD_PUNC
hhd270	टी.बी.\N_NNP ,\RD_PUNC जिसमें\PR_PRL औषधि\N_NN का\PSP असर\N_NN न\RP_NEG हो\V_VM ।\RD_PUNC
hhd271	लसिका\N_NNP ग्रन्थियों\N_NN का\PSP एक\QT_QTC से\PSP अधिक\QT_QTF स्थान\N_NN पर\PSP आकार\N_NN बढ़ना\V_VM ।\RD_PUNC
hhd272	स्तन\N_NN पर\PSP या\CC_CCD शरीर\N_NN मे\PSP अन्य\JJ कहीं\N_NST गाँठ\N_NN या\CC_CCD सूजन\N_NN ।\RD_PUNC
hhd273	एड्स\N_NNP से\PSP बचाव\N_NN एवं\CC_CCD प्रचार\N_NN प्रसार\N_NN ।\RD_PUNC
hhd274	ऐसी\DM_DMD कई\QT_QTF बीमारियाँ\N_NN हैं\V_VAUX जिनका\PR_PRL इलाज\N_NN नहीं\RP_NEG है\V_VAUX ।\RD_PUNC
hhd275	पौष्टिक\JJ भोजन\N_NN और\CC_CCD स्वस्थ\JJ जीवन\N_NN शैली\N_NN अपनाएँ\V_VM ।\RD_PUNC
hhd276	धूम्रपान\N_NN ,\RD_PUNC मद्यपान\N_NN ,\RD_PUNC नशीली\JJ दवाओं\N_NN का\PSP सेवन\N_NN न\RP_NEG करें\V_VM ।\RD_PUNC
hhd277	तन\N_NN -\RD_PUNC मन\N_NN दोनों\QT_QTO प्रसन्न\N_NN रहेंगे\V_VM ।\RD_PUNC
hhd278	शारीरिक\JJ स्वच्छता\N_NN पर\PSP ध्यान\N_NN दें\V_VM ।\RD_PUNC
hhd279	सिर्फ\QT_QTF सुरक्षित\JJ यौन\N_NN संबंध\N_NN रखें\V_VM |\RD_PUNC
hhd280	अस्पतालों\N_NN में\PSP एच.आई.वी.\N_NNP के\PSP साथ\PSP जी\V_VM रहे\V_VAUX लोगों\N_NN को\PSP अलग\N_NN करना\V_VM या\CC_CCD इलाज\N_NN न\RP_NEG करना\V_VM जुर्म\N_NN है\V_VAUX ।\RD_PUNC
hhd281	एच.आई.वी.\N_NNP के\PSP साथ\PSP जी\V_VM रहे\V_VAUX लोगों\N_NN की\PSP गोपनीयता\N_NN बनाये\V_VM रखना\V_VAUX अनिवार्य\N_NN है\V_VAUX ।\RD_PUNC
hhd282	एच.आई.वी.\N_NNP के\PSP साथ\PSP जी\V_VM रहे\V_VAUX लोगों\N_NN और\CC_CCD उनके\PR_PRP परिवार\N_NN जनों\N_NN को\PSP सलाह\N_NN परामर्श\N_NN देना\V_VM आवश्यक\N_NN है\V_VAUX ।\RD_PUNC
hhd283	एक\QT_QTC डाक्टर\N_NN के\PSP लिए\PSP सभी\QT_QTF मरीज\N_NN एक\QT_QTC से\PSP हैं\V_VAUX फिर\RB भेदभाव\N_NN कैसा\DM_DMQ ।\RD_PUNC
hhd284	एच.आई.वी.\N_NNP एड्स\N_NNP छूत\N_NN का\PSP रोग\N_NN नहीं\RP_NEG है\V_VAUX ।\RD_PUNC
hhd285	संक्रमित\JJ व्यक्ति\N_NN 10\QT_QTC -\RD_PUNC 15\QT_QTC साल\N_NN तक\PSP भी\RP_RPD सामान्य\JJ जीवन\N_NN बिताते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd286	संक्रमित\JJ व्यक्ति\N_NN के\PSP साथ\PSP भेदभाव\N_NN नाइंसाफी\N_NN है\V_VAUX और\CC_CCD हमारी\PR_RPP अनभिज्ञता\N_NN का\PSP संकेत\N_NN ।\RD_PUNC
hhd287	दफ्तर\N_NN ,\RD_PUNC घर\N_NN ,\RD_PUNC दोस्तों\N_NN के\PSP बीच\PSP उनके\PR_PRP प्रति\QT_QTF पहले\N_NST सा\RP_RPD ही\RP_RPD बर्ताव\N_NN होना\V_VM चाहिये\V_VAUX ।\RD_PUNC
hhd288	भारत\N_NNP वर्ष\N_NN मे\PSP दृष्टिहीनता\N_NN की\PSP व्यापकता\N_NN दर\N_NN 1.4\QT_QTC प्रतिशत\N_NN है\V_VAUX ,\RD_PUNC इस\PR_PRP व्यापकता\N_NN दर\N_NN को\PSP 0.3\QT_QTC प्रतिशत\N_NN लाने\V_VM के\PSP लिये\PSP भारत\N_NNP सरकार\N_NN द्वारा\PSP वर्ष\N_NN 1976\QT_QTC में\PSP राष्ट्रीय\JJ दृष्टिहीनता\N_NN निवारण\N_NN कार्यक्रम\N_NN का\PSP आरम्भ\N_NN किया\V_VM गया\V_VAUX ।\RD_PUNC
hhd289	दृष्टिहीनता\N_NN का\PSP मुख्य\JJ कारण\N_NN मोतियाबिंद\N_NNP है\V_VAUX जो\PR_PRL कुल\QT_QTF अंधता\N_NN का\PSP लगभग\N_NN 55\QT_QTC प्रतिशत\N_NN है\V_VAUX ।\RD_PUNC
hhd290	राष्ट्रीय\JJ दृष्टिहीनता\N_NN निवारण\N_NN कार्यक्रम\N_NN के\PSP अन्तर्गत\N_NN दृष्टिहीन\JJ व्यक्तियों\N_NN विशेषकर\N_NN मोतियाबिंद\N_NNP से\PSP ग्रसित\N_NN लोगों\N_NN को\PSP शल्यक्रिया\N_NN द्वारा\PSP ऑपरेशन\N_NN कर\V_VM लाभान्वित\N_NN किया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
hhd291	मोतियाबिंद\N_NNP ऑपरेशन\N_NN की\PSP गुणवत्ता\N_NN पर\PSP विशेष\JJ ध्यान\N_NN दिया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX जिसके\PR_PRL लिये\PSP सभी\QT_QTF जिला\N_NN चिकित्सालयों\N_NN ,\PSP बेस\N_NN चिकित्सालयों\N_NN को\PSP माइक्रोस्कोपिक\N_NN सेन्टर\N_NN में\PSP परिवर्तित\N_NN किया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
hhd292	दृष्टिहीनता\N_NN की\PSP व्यापकता\N_NN दर\N_NN को\PSP कम\JJ करने\V_VM के\PSP लिये\PSP शिक्षा\N_NN सत्र\N_NN के\PSP आरम्भ\N_NN में\PSP 10-14\QT_QTC वर्ष\N_NN के\PSP स्कूली\JJ छात्रों\N_NN के\PSP नेत्र\N_NN परीक्षण\N_NN का\PSP कार्यक्रम\N_NN अभियान\N_NN के\PSP रूप\N_NN में\PSP चलाया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX तथा\CC_CCD दृष्टि\JJ दोष\N_NN से\PSP पीड़ित\N_NN गरीब\JJ छात्रों\N_NN को\PSP निशुल्क\N_NN चश्में\N_NN वितरित\V_VM किये\V_VAUX जा\V_VAUX रहे\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd293	नेत्र\परीक्षण\N_NN कार्यक्रमों\N_NN में\PSP सभी\QT_QTF सरकारी\JJ ,\RD_PUNC गैरसरकारी\N_NN ,\RD_PUNC स्वैच्छिक\JJ संस्थाओं\N_NN का\PSP सक्रिय\JJ सहयोग\N_NN लिया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
hhd294	दृष्टिहीनता\N_NN की\PSP व्यापकता\N_NN दर\N_NN को\PSP कम\N_NN करने\V_VM के\PSP लिये\PSP भारत\N_NNP सरकार\N_NN द्वारा\PSP नेत्र\N_NN विभाग\N_NN से\PSP सम्बन्धित\JJ स्टॉफ\N_NN को\PSP विभिन्न\JJ स्तर\N_NN पर\PSP प्रशिक्षण\N_NN दिया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd295	दृष्टिहीनता\N_NN के\PSP मुख्य\JJ कारणों\N_NN में\PSP मोतियाबिंद\N_NN 55\QT_QTC प्रतिशत\N_NN है\V_VAUX ,\RD_PUNC दृष्टि\JJ दोष\N_NN 19\QT_QTC प्रतिशत\N_NN ,\RD_PUNC काला\JJ मोतिया\N_NN 4\QT_QTC प्रतिशत\N_NN ,\RD_PUNC कॉर्नियल\N_NN पैथॉलाजी\N_NN 7\QT_QTC प्रतिशत\N_NN ,\RD_PUNC अन्य\N_NN 15\QT_QTC प्रतिशत\JJ है\V_VAUX ।\RD_PUNC
hhd296	जब\PR_PRL साधारणतया\N_NN स्वच्छ\JJ लैन्स\N_NN या\CC_CCD उसका\PR_PRP कैपस्यूल\N_NN धुंधला\JJ या\CC_CCD दुधिया\JJ हो\V_VM जाता\V_VAUX है\V_VAUX जिससे\PR_PRL रोशनी\N_NN आँख\N_NN के\PSP अन्दर\N_NST नही\RP_NEG पहुँच\V_VM पाती\V_VAUX है\V_VAUX तथा\V_VAUX मरीज\JJ को\PSP धुंधला\N_NN या\CC_CCD कम\JJ दिखाई\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd297	मोतियाबिंद\N_NN से\PSP पीड़ित\JJ रोगियों\N_NN की\PSP पहचान\N_NN करके\V_VM चिकित्साधिकारी\N_NN तथा\CC_CCD नेत्र\N_NN सहायक\N_NN अपने\PR_PRF चिकित्सालय\N_NN क्षेत्र\N_NN में\PSP स्क्रीनिंग\N_NN करते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd298	तत्पश्‍चात\CC_CCS मोतियाबिंद\N_NNP वाले\PSP मरीजों\N_NN का\PSP सुसज्जित\JJ अस्पतालों\N_NN में\PSP नेत्रशल्यक\N_NN द्वारा\PSP ऑपरेशन\N_NN किया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd299	6\QT_QTC सप्ताह\N_NN बाद\N_NST चश्में\N_NN की\PSP जाँच\N_NN की\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd300	``\RD_PUNC जिला\N_NN अन्धता\JJ निवारण\N_NN समितियों\N_NN द्वारा\PSP व्यापक\JJ प्रचार\N_NN प्रसार\N_NN कर\V_VM सरकारी\JJ ,\RD_PUNC गैरसरकारी\JJ ,\RD_PUNC निजी\JJ एवं\CC_CCD स्वैच्छिक\JJ संस्थाओं\N_NN के\PSP माध्यम\N_NN से\PSP शिविर\N_NN लगाये\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC ``\RD_PUNC
hhd301	मोतियाबिंद\N_NNP का\PSP उपचार\N_NN केवल\QT_QTF शल्य-चिकित्सा\N_NNP द्वारा\PSP ही\RP_RPD सम्भव\N_NN है\V_VAUX ।\RD_PUNC
hhd302	इन्ट्रा\N_NN कैनसूलर\N_NN कैटरेक्ट\N_NN एक्सट्रेक्शन\N_NN (\RD_SYM Intra\RD_RDF Capsular\RD_RDF Cataract\RD_RDF Extraction\RD_RDF )\RD_SYM विधि\N_NN में\PSP पूरा\JJ लैन्स\N_NN कैपस्यूल\N_NN निकाला\V_VM जाता\V_VAUX है\V_VAUX ,\RD_PUNC ऑपरेशन\N_NN के\PSP बाद\N_NST जाँच\N_NN के\PSP उपरान्त\N_NST चश्में\N_NN का\PSP प्रयोग\N_NN किया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd303	ऑपरेशन\N_NN के\PSP दौरान\N_NN लैन्स\N_NN प्रत्यारोपण\N_NN आँख\N_NN के\PSP अगले\N_NST भाग\N_NN ,\RD_PUNC आइरिस\N_NN के\PSP आगे\N_NST किया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd304	इक्स्ट्रा\N_NN कैनसूलर\N_NN कैटरेक्ट\N_NN एक्सट्रेक्शन\N_NN विधि\N_NN में\PSP सामने\N_NST वाला\N_NN कैपस्यूल\N_NN का\PSP हिस्सा\N_NN तथा\CC_CCD पूरा\JJ लैन्स\N_NN मैटर\N_NN निकाल\V_VM लिया\V_VAUX जाता\V_VAUX है\V_VAUX और\CC_CCD पीछे\N_NST वाला\PSP कैपस्यूल\N_NN सुरक्षित\JJ छोड़\V_VM दिया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd305	कैपस्यूलर\N_NN बैग\N_NN में\PSP लैन्स\N_NN फिट\V_VM किया\V_VAUX जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd306	S.I.C.S\RD_RDF (\RD_SYM Small\RD_RDF Incision\RD_RDF Cataract\RD_RDF Surgry\RD_RDF )\RD_SYM विधि\N_NN में\PSP 6\QT_QTC मिमी.\N_NN की\PSP एक\QT_QTC टनल\N_NN बनाई\V_VM जाती\V_VAUX है\V_VAUX शेष\JJ विधि\N_NN ECCE–IOL\RD_RDF की\PSP तरह\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
hhd307	S.I.C.S\RD_RDF (\RD_SYM Small\RD_RDF Incision\RD_RDF Cataract\RD_RDF Surgry\RD_RDF )\RD_SYM विधि\N_NN में\PSP टाँके\N_NN नही\RP_NEG लगाये\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd308	काला\JJ मोतियाबिंद\N_NNP में\PSP नेत्र\N_NN तंत्रिका\N_NN धीरे\RB -धीरे\RB नष्ट\N_NN होती\V_VM है\V_VAUX आँख\N_NN में\PSP पानी\N_NN का\PSP दबाव\N_NN ज्यादा\QT_QTF होने\V_VM की\PSP वजह\N_NN से\PSP या\CC_CCD नेत्र\N_NN तंत्रिका\N_NN में\PSP रक्त\N_NN पर्याप्त\QT_QTF मात्रा\N_NN में\PSP न\RP_NEG पहुँचने\V_VM की\PSP वजह\N_NN से\PSP ऐसा\DM_DMD होता\V_VM है\V_VAUX ।\RD_PUNC
hhd309	काले\JJ मोतियाबिंद\N_NN से\PSP होने\N_NN वाली\N_NN अधंता\JJ अंधता\JJ को\PSP रोका\RB जा\V_VM सकता\V_VAUX है\V_VAUX यदि\CC_CCD इसका\PR_PRL पता\N_NN जल्दी\RB लग\V_VM जाए\V_VAUX तथा\CC_CCD इसका\PR_PRP नियमित\JJ इलाज\N_NN व\CC_CCD जाँच\N_NN होती\V_VM रहे\V_VAUX ।\RD_PUNC
hhd310	जब\PR_PRL आँखों\N_NN में\PSP अतिरिक्त\N_NN दबाव\N_NN ज्यादा\QT_QTF हो\V_VM ।\RD_PUNC
hhd311	यदि\CC_CCD परिवार\N_NN में\PSP किसी\DM_DMQ को\PSP काला\JJ मोतियाबिंद\N_NN हो\V_VM ।\RD_PUNC
hhd312	अधिकांश\QT_QTF मरीजों\N_NN में\PSP आँख\N_NN से\PSP पानी\N_NN जाने\V_VM का\PSP हिस्सा\N_NN खुला\V_VM होता\V_VM है\V_VAUX फिर\RB भी\RP_RPD कुछ\QT_QTF कारणवस\N_NN कारणवश\N_NN पानी\N_NN कम\QT_QTF जाता\V_VM है\V_VAUX ।\RD_PUNC
hhd313	अंदर\N_NST का\PSP दबाव\N_NN बढ़ता\V_VM जाता\V_VAUX है\V_VAUX और\CC_CCD नेत्र\N_NN तंत्रिका\N_NN नष्ट\N_NN होती\V_VM है\V_VAUX ,\RD_PUNC धीरे\RB -\RD_PUNC धीरे\RB मरीज\JJ अगल-बगल\RD_ECH की\PSP चीजें\N_NN नहीं\RP_NEG देख\V_VM पाता\V_VAUX है\V_VAUX ,\RD_PUNC अगर\CC_CCS समय\N_NN पर\PSP इलाज\N_NN न\RP_NEG किया\V_VM जाए\V_VAUX तो\RP_RPD नजर\N_NN भी\RP_RPD जा\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd314	प्रमुख\JJ लक्षण\N_NN जिनके\PR_PRL प्रकट\N_NN होने\V_VM पर\PSP रोगी\N_NN को\PSP डॉक्टर\N_NN से\PSP जाँच\N_NN करानी\V_VM चाहिए\V_VAUX ।\RD_PUNC
hhd315	रोशनी\N_NN मे\PSP इंद्र\N_NN धनुष\N_NN के\PSP समान\JJ रंगीन\JJ गोले\N_NN दिखाई\V_VM देना\V_VAUX ।\RD_PUNC
hhd316	विशेष\JJ लैन्स\N_NN या\CC_CCD यंत्र\N_NN के\PSP द्वारा\PSP नेत्र\N_NN तंत्रिका\N_NN की\PSP जाँच\N_NN करेंगे\V_VM की\PSP कितनी\PR_PRQ क्षति\N_NN पहुँची\V_VM है\V_VAUX ।\RD_PUNC
hhd317	फिल्ड\N_NN टेस्ट\N_NN जिसमें\PR_PRL सामने\N_NST देखते\V_VM हुए\V_VAUX साइड\N_NN की\PSP चीजें\N_NN देख\V_VM सकने\V_VAUX की\PSP क्षमता\N_NN की\PSP जाँच\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
hhd318	एक\QT_QTC विशेष\JJ लैन्स\N_NN द्वारा\PSP पानी\N_NN के\PSP बाहर\N_NST जाने\V_VM के\PSP हिस्से\N_NN (\RD_SYM एंगल\N_NN )\RD_SYM को\PSP देख\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd319	विटामिन-ए\N_NNP की\PSP कमी\N_NN से\PSP कॉर्नियल\N_NN कमजोर\JJ तथा\CC_CCD घाव\N_NN हो\V_VM जाते\V_VAUX हैं\V_VAUX जिससे\PR_PRL अन्त\N_NST में\PSP अन्धापन\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd320	विटामिन-ए\N_NNP की\PSP कमी\N_NN खसरे\N_NN तथा\CC_CCD कुपोषण\JJ की\PSP स्थिति\N_NN में\PSP और\CC_CCD अधिक\RP_INTF होती\V_VM है\V_VAUX ।\RD_PUNC
hhd321	विटामिन-ए\N_NNP की\PSP कमी\N_NN से\PSP रतौंधी\N_NN हो\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
